abell_id,ra,dec,richness_class,distance_class,bm_type,redshift
Abell 4047,85.48,-57.59,1,4,I,0.1632
Abell 4048,4.20,-23.26,0,5,II,0.2337
Abell 4049,3.38,-23.12,1,4,II,0.1549
Abell 4050,12.56,-32.13,0,7,III,0.0344
Abell 4051,326.70,-43.69,1,6,I,0.1504
Abell 4052,239.36,-84.75,0,5,II-III,
Abell 4053,125.71,-75.36,3,5,I-II,
Abell 4054,353.75,-29.82,0,5,I,
Abell 4055,199.69,-61.54,2,7,III,0.2586
Abell 4056,10.95,-20.08,0,,II,
Abell 4057,82.20,-18.06,1,1,III,0.2906
Abell 4058,217.89,-55.03,0,4,I-II,0.1622
Abell 4059,359.25,-34.76,1,4,I,0.0460
Abell 4060,87.72,-51.74,0,5,II,
Abell 4061,253.87,-58.68,3,6,I-II,0.3236
Abell 4062,123.53,-68.11,0,5,II-III,
Abell 4063,302.57,-59.22,1,6,I,0.2634
Abell 4064,219.82,-18.59,0,,,
Abell 4065,83.76,-57.03,0,5,I-II,0.2505
Abell 4066,76.36,-77.82,2,2,I,0.1783
Abell 4067,87.34,-80.69,3,6,I-II,
Abell 4068,288.59,-71.60,2,3,II-III,
Abell 4069,19.19,-21.14,2,5,I-II,0.2642
Abell 4070,274.68,-54.40,1,6,II-III,0.2951
Abell 4071,38.35,-31.82,0,6,,0.0972
Abell 4072,301.28,-17.22,0,5,III,0.0542
Abell 4073,118.25,-27.33,0,6,I-II,
Abell 4074,119.73,-44.45,3,5,,0.2512
Abell 4075,4.51,-82.18,0,7,I,
Abell 4076,172.92,-81.59,3,,I-II,0.3083
